Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,tenure_display,Postal District,Market Segment,Floor Level,postal_sector,price_psf,comparison_key
LAGUNA PARK,"2,000,000","1,614.6","1,239",May-24,MARINE PARADE ROAD,Resale,Strata,150.0,"13,333",-,Apartment,1,99 yrs lease commencing from 1977,15,Outside Central Region,06 to 10,15,1239,Private-Apartment-99 yrs lease commencing from 1977
SUNRISE GARDENS,"1,095,000","1,184.04",925,May-24,SUNRISE AVENUE,Resale,Strata,110.0,"9,955",-,Condominium,1,99 yrs lease commencing from 1995,28,Outside Central Region,01 to 05,28,925,Private-Condominium-99 yrs lease commencing from 1995
OASIS @ ELIAS,"1,038,000",979.52,"1,060",May-24,ELIAS ROAD,Resale,Strata,91.0,"11,407",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,06 to 10,18,1060,Private-Condominium-99 yrs lease commencing from 2008
PRISTINE HEIGHTS,"2,138,000","1,356.26","1,576",May-24,MERGUI ROAD,Resale,Strata,126.0,"16,968",-,Apartment,1,Freehold,8,Rest of Central Region,06 to 10,8,1576,Private-Apartment-Freehold
THE BALE,"1,580,000","1,216.33","1,299",May-24,LORONG H TELOK KURAU,Resale,Strata,113.0,"13,982",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05,15,1299,Private-Apartment-Freehold
REGENTVILLE,"1,168,000","1,076.4","1,085",May-24,HOUGANG STREET 92,Resale,Strata,100.0,"11,680",-,Apartment,1,99 yrs lease commencing from 1996,19,Outside Central Region,11 to 15,19,1085,Private-Apartment-99 yrs lease commencing from 1996
CUSCADEN RESERVE,"2,438,000",807.3,"3,020",May-24,CUSCADEN ROAD,Resale,Strata,75.0,"32,507",-,Condominium,1,99 yrs lease commencing from 2018,10,Core Central Region,16 to 20,10,3020,Private-Condominium-99 yrs lease commencing from 2018
THE MYST,"2,202,000","1,162.51","1,894",May-24,UPPER BUKIT TIMAH ROAD,New Sale,Strata,108.0,"20,389",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,01 to 05,23,1894,Private-Condominium-99 yrs lease commencing from 2023
THE CENTRIS,"2,480,000","2,045.16","1,213",May-24,JURONG WEST CENTRAL 3,Resale,Strata,190.0,"13,053",-,Apartment,1,99 yrs lease commencing from 2006,22,Outside Central Region,16 to 20,22,1213,Private-Apartment-99 yrs lease commencing from 2006
BOULEVARD 88,"5,202,600","1,313.21","3,962",May-24,ORCHARD BOULEVARD,New Sale,Strata,122.0,"42,644",-,Apartment,1,Freehold,10,Core Central Region,16 to 20,10,3962,Private-Apartment-Freehold
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"3,560,400","2,066.69","1,723",May-24,OCEAN WAY,Resale,Strata,192.0,"18,544",-,Condominium,1,99 yrs lease commencing from 2006,4,Core Central Region,01 to 05,4,1723,Private-Condominium-99 yrs lease commencing from 2006
CASA CAMBIO,"770,000",441.32,"1,745",May-24,LIM TUA TOW ROAD,Resale,Strata,41.0,"18,780",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05,19,1745,Private-Condominium-Freehold
TREASURE AT TAMPINES,"1,800,000","1,011.82","1,779",May-24,TAMPINES LANE,Resale,Strata,94.0,"19,149",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,06 to 10,18,1779,Private-Condominium-99 yrs lease commencing from 2018
BELMOND GREEN,"2,638,000",968.76,"2,723",May-24,BALMORAL ROAD,Resale,Strata,90.0,"29,311",-,Condominium,1,Freehold,10,Core Central Region,06 to 10,10,2723,Private-Condominium-Freehold
SEASIDE RESIDENCES,"2,788,888","1,259.39","2,214",May-24,SIGLAP LINK,Resale,Strata,117.0,"23,837",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,06 to 10,15,2214,Private-Apartment-99 yrs lease commencing from 2016
SHAN GATE APARTMENTS,"1,700,000","1,248.62","1,361",May-24,SHAN ROAD,Resale,Strata,116.0,"14,655",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10,12,1361,Private-Apartment-Freehold
THE CLIFT,"1,140,000",527.44,"2,161",May-24,MCCALLUM STREET,Resale,Strata,49.0,"23,265",-,Apartment,1,99 yrs lease commencing from 2004,1,Core Central Region,16 to 20,1,2161,Private-Apartment-99 yrs lease commencing from 2004
CASABLANCA,"990,000",925.7,"1,069",May-24,ROSEWOOD DRIVE,Resale,Strata,86.0,"11,512",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15,25,1069,Private-Condominium-99 yrs lease commencing from 2001
THE TRILINQ,"2,350,000","1,345.5","1,747",May-24,JALAN LEMPENG,Resale,Strata,125.0,"18,800",-,Condominium,1,99 yrs lease commencing from 2012,5,Outside Central Region,26 to 30,5,1747,Private-Condominium-99 yrs lease commencing from 2012
AMBER RESIDENCES,"3,400,000","1,517.72","2,240",May-24,AMBER ROAD,Resale,Strata,141.0,"24,113",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15,15,2240,Private-Condominium-Freehold
6 DERBYSHIRE,"980,000",473.62,"2,069",May-24,DERBYSHIRE ROAD,Resale,Strata,44.0,"22,273",-,Condominium,1,Freehold,11,Core Central Region,06 to 10,11,2069,Private-Condominium-Freehold
GRANDEUR 8,"1,490,000","1,130.22","1,318",May-24,ANG MO KIO CENTRAL 3,Resale,Strata,105.0,"14,190",-,Condominium,1,99 yrs lease commencing from 2002,20,Outside Central Region,16 to 20,20,1318,Private-Condominium-99 yrs lease commencing from 2002
HELIOS RESIDENCES,"3,200,000","1,280.92","2,498",May-24,CAIRNHILL CIRCLE,Resale,Strata,119.0,"26,891",-,Apartment,1,Freehold,9,Core Central Region,11 to 15,9,2498,Private-Apartment-Freehold
AMBER PARK,"2,200,000",742.72,"2,962",May-24,AMBER GARDENS,Sub Sale,Strata,69.0,"31,884",-,Condominium,1,Freehold,15,Rest of Central Region,11 to 15,15,2962,Private-Condominium-Freehold
NORTH PARK RESIDENCES,"1,340,000",699.66,"1,915",May-24,YISHUN CENTRAL 1,Resale,Strata,65.0,"20,615",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10,27,1915,Private-Apartment-99 yrs lease commencing from 2015
THE INFLORA,"980,000",742.72,"1,319",May-24,FLORA DRIVE,Resale,Strata,69.0,"14,203",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,06 to 10,17,1319,Private-Condominium-99 yrs lease commencing from 2012
PRIMO RESIDENCES,"1,839,000","1,539.25","1,195",May-24,JALAN PELIKAT,Resale,Strata,143.0,"12,860",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05,19,1195,Private-Apartment-Freehold
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"3,115,500","1,657.66","1,879",May-24,OCEAN WAY,Resale,Strata,154.0,"20,231",-,Condominium,1,99 yrs lease commencing from 2006,4,Core Central Region,01 to 05,4,1879,Private-Condominium-99 yrs lease commencing from 2006
HILLVIEW GREEN,"1,660,000","1,001.05","1,658",May-24,HUME AVENUE,Resale,Strata,93.0,"17,849",-,Condominium,1,999 yrs lease commencing from 1883,21,Outside Central Region,06 to 10,21,1658,Private-Condominium-999 yrs lease commencing from 1883
183 LONGHAUS,"1,200,000",688.9,"1,742",May-24,UPPER THOMSON ROAD,Resale,Strata,64.0,"18,750",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05,20,1742,Private-Apartment-Freehold
THE GLADES,"823,000",505.91,"1,627",May-24,BEDOK RISE,Resale,Strata,47.0,"17,511",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,01 to 05,16,1627,Private-Condominium-99 yrs lease commencing from 2013
AQUARIUS BY THE PARK,"2,278,000","2,098.98","1,085",May-24,BEDOK RESERVOIR VIEW,Resale,Strata,195.0,"11,682",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,16 to 20,16,1085,Private-Condominium-99 yrs lease commencing from 1996
TREASURE AT TAMPINES,"1,175,000",656.6,"1,790",May-24,TAMPINES LANE,Resale,Strata,61.0,"19,262",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15,18,1790,Private-Condominium-99 yrs lease commencing from 2018
WATERVIEW,"1,600,000","1,130.22","1,416",May-24,TAMPINES AVENUE 1,Resale,Strata,105.0,"15,238",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,11 to 15,18,1416,Private-Condominium-99 yrs lease commencing from 2010
LA FIESTA,"780,000",452.09,"1,725",May-24,SENGKANG SQUARE,Resale,Strata,42.0,"18,571",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,11 to 15,19,1725,Private-Condominium-99 yrs lease commencing from 2012
PARC ROSEWOOD,"643,000",430.56,"1,493",May-24,ROSEWOOD DRIVE,Resale,Strata,40.0,"16,075",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05,25,1493,Private-Condominium-99 yrs lease commencing from 2011
EIGHT RIVERSUITES,"1,150,000",818.06,"1,406",May-24,WHAMPOA EAST,Resale,Strata,76.0,"15,132",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15,12,1406,Private-Condominium-99 yrs lease commencing from 2011
THE TRILLIUM,"3,300,000","1,399.32","2,358",May-24,KIM SENG ROAD,Resale,Strata,130.0,"25,385",-,Condominium,1,Freehold,9,Core Central Region,01 to 05,9,2358,Private-Condominium-Freehold
BLU CORAL,"1,338,000",871.88,"1,535",May-24,LORONG L TELOK KURAU,Resale,Strata,81.0,"16,519",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05,15,1535,Private-Condominium-Freehold
MAYSPRINGS,"980,000",818.06,"1,198",May-24,PETIR ROAD,Resale,Strata,76.0,"12,895",-,Apartment,1,99 yrs lease commencing from 1994,23,Outside Central Region,06 to 10,23,1198,Private-Apartment-99 yrs lease commencing from 1994
HILLS TWOONE,"1,328,800",925.7,"1,435",May-24,HILLVIEW TERRACE,Resale,Strata,86.0,"15,451",-,Apartment,1,Freehold,23,Outside Central Region,01 to 05,23,1435,Private-Apartment-Freehold
TROPICAL SPRING,"1,595,000","1,377.79","1,158",May-24,SIMEI STREET 4,Resale,Strata,128.0,"12,461",-,Condominium,1,99 yrs lease commencing from 1997,18,Outside Central Region,06 to 10,18,1158,Private-Condominium-99 yrs lease commencing from 1997
THE SORRENTO,"1,888,888","1,431.61","1,319",May-24,WEST COAST ROAD,Resale,Strata,133.0,"14,202",-,Condominium,1,Freehold,5,Outside Central Region,01 to 05,5,1319,Private-Condominium-Freehold
SYMPHONY SUITES,"988,000",785.77,"1,257",May-24,YISHUN CLOSE,Resale,Strata,73.0,"13,534",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,01 to 05,27,1257,Private-Condominium-99 yrs lease commencing from 2014
LEONIE GARDENS,"3,180,000","1,733","1,835",May-24,LEONIE HILL,Resale,Strata,161.0,"19,752",-,Condominium,1,99 yrs lease commencing from 1990,9,Core Central Region,06 to 10,9,1835,Private-Condominium-99 yrs lease commencing from 1990
ARCHIPELAGO,"1,295,000",828.83,"1,562",May-24,BEDOK RESERVOIR ROAD,Resale,Strata,77.0,"16,818",-,Condominium,1,99 yrs lease commencing from 2011,16,Outside Central Region,01 to 05,16,1562,Private-Condominium-99 yrs lease commencing from 2011
SPRING @ KATONG,"2,250,000","1,054.87","2,133",May-24,CEYLON ROAD,Resale,Strata,98.0,"22,959",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,15,2133,Private-Apartment-Freehold
CLAVON,"1,580,000",764.24,"2,067",May-24,CLEMENTI AVENUE 1,Sub Sale,Strata,71.0,"22,254",-,Apartment,1,99 yrs lease commencing from 2019,5,Outside Central Region,16 to 20,5,2067,Private-Apartment-99 yrs lease commencing from 2019
SENGKANG GRAND RESIDENCES,"1,038,000",505.91,"2,052",May-24,COMPASSVALE BOW,Sub Sale,Strata,47.0,"22,085",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,11 to 15,19,2052,Private-Apartment-99 yrs lease commencing from 2018
UE SQUARE,"2,180,000","1,097.93","1,986",May-24,RIVER VALLEY ROAD,Resale,Strata,102.0,"21,373",-,Apartment,1,929 yrs lease commencing from 1953,9,Core Central Region,01 to 05,9,1986,Private-Apartment-929 yrs lease commencing from 1953
THE TAPESTRY,"730,000",441.32,"1,654",May-24,TAMPINES STREET 86,Resale,Strata,41.0,"17,805",-,Condominium,1,99 yrs lease commencing from 2017,18,Outside Central Region,01 to 05,18,1654,Private-Condominium-99 yrs lease commencing from 2017
THE RESIDENCES AT W SINGAPORE SENTOSA COVE,"2,287,800","1,237.86","1,848",May-24,OCEAN WAY,Resale,Strata,115.0,"19,894",-,Condominium,1,99 yrs lease commencing from 2006,4,Core Central Region,01 to 05,4,1848,Private-Condominium-99 yrs lease commencing from 2006
NEWEST,"1,308,800",893.41,"1,465",May-24,WEST COAST DRIVE,Resale,Strata,83.0,"15,769",-,Apartment,1,956 yrs lease commencing from 1928,5,Outside Central Region,06 to 10,5,1465,Private-Apartment-956 yrs lease commencing from 1928
KINGSFORD . HILLVIEW PEAK,"1,615,000","1,076.4","1,500",May-24,HILLVIEW RISE,Resale,Strata,100.0,"16,150",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10,23,1500,Private-Condominium-99 yrs lease commencing from 2012
THE TRILINQ,"1,800,000",914.94,"1,967",May-24,JALAN LEMPENG,Resale,Strata,85.0,"21,176",-,Condominium,1,99 yrs lease commencing from 2012,5,Outside Central Region,31 to 35,5,1967,Private-Condominium-99 yrs lease commencing from 2012
THE VERANDAH RESIDENCES,"2,423,000","1,248.62","1,941",May-24,PASIR PANJANG ROAD,Resale,Strata,116.0,"20,888",-,Apartment,1,Freehold,5,Rest of Central Region,01 to 05,5,1941,Private-Apartment-Freehold
THE REGENCY AT TIONG BAHRU,"2,268,000",958,"2,367",May-24,CHAY YAN STREET,Resale,Strata,89.0,"25,483",-,Condominium,1,Freehold,3,Rest of Central Region,06 to 10,3,2367,Private-Condominium-Freehold
PARC CLEMATIS,"922,000",452.09,"2,039",May-24,JALAN LEMPENG,Sub Sale,Strata,42.0,"21,952",-,Apartment,1,99 yrs lease commencing from 2019,5,Outside Central Region,16 to 20,5,2039,Private-Apartment-99 yrs lease commencing from 2019
ROYALGREEN,"2,015,000",775.01,"2,600",May-24,ANAMALAI AVENUE,Resale,Strata,72.0,"27,986",-,Condominium,1,Freehold,10,Core Central Region,01 to 05,10,2600,Private-Condominium-Freehold
HERITAGE VIEW,"2,300,000","1,313.21","1,751",May-24,DOVER RISE,Resale,Strata,122.0,"18,852",-,Condominium,1,99 yrs lease commencing from 1996,5,Rest of Central Region,16 to 20,5,1751,Private-Condominium-99 yrs lease commencing from 1996
FONTAINE PARRY,"2,770,000","2,120.51","1,306",May-24,POH HUAT ROAD,Resale,Strata,197.0,"14,061",-,Condominium,1,999 yrs lease commencing from 1877,19,Outside Central Region,01 to 05,19,1306,Private-Condominium-999 yrs lease commencing from 1877
AFFINITY AT SERANGOON,"1,580,000",850.36,"1,858",May-24,SERANGOON NORTH AVENUE 1,Sub Sale,Strata,79.0,"20,000",-,Apartment,1,99 yrs lease commencing from 2018,19,Outside Central Region,06 to 10,19,1858,Private-Apartment-99 yrs lease commencing from 2018
THE MARBELLA,"3,450,000","1,496.2","2,306",May-24,MOUNT SINAI RISE,Resale,Strata,139.0,"24,820",-,Condominium,1,Freehold,10,Core Central Region,11 to 15,10,2306,Private-Condominium-Freehold
COMPASS HEIGHTS,"1,300,800","1,108.69","1,173",May-24,SENGKANG SQUARE,Resale,Strata,103.0,"12,629",-,Apartment,1,99 yrs lease commencing from 2000,19,Outside Central Region,11 to 15,19,1173,Private-Apartment-99 yrs lease commencing from 2000
PARK COLONIAL,"1,408,888",635.08,"2,218",May-24,WOODLEIGH LANE,Resale,Strata,59.0,"23,879",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15,13,2218,Private-Condominium-99 yrs lease commencing from 2017
TREASURE AT TAMPINES,"980,000",592.02,"1,655",May-24,TAMPINES LANE,Resale,Strata,55.0,"17,818",-,Condominium,1,99 yrs lease commencing from 2018,18,Outside Central Region,11 to 15,18,1655,Private-Condominium-99 yrs lease commencing from 2018
PEBBLE BAY,"3,750,000","2,335.79","1,605",May-24,TANJONG RHU ROAD,Resale,Strata,217.0,"17,281",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,01 to 05,15,1605,Private-Condominium-99 yrs lease commencing from 1994
AQUARIUS BY THE PARK,"1,061,000",893.41,"1,188",May-24,BEDOK RESERVOIR VIEW,Resale,Strata,83.0,"12,783",-,Condominium,1,99 yrs lease commencing from 1996,16,Outside Central Region,11 to 15,16,1188,Private-Condominium-99 yrs lease commencing from 1996
CARIBBEAN AT KEPPEL BAY,"1,750,000","1,130.22","1,548",May-24,KEPPEL BAY DRIVE,Resale,Strata,105.0,"16,667",-,Condominium,1,99 yrs lease commencing from 1999,4,Rest of Central Region,01 to 05,4,1548,Private-Condominium-99 yrs lease commencing from 1999
FERNWOOD TOWERS,"2,550,000","1,636.13","1,559",May-24,FERNWOOD TERRACE,Resale,Strata,152.0,"16,776",-,Condominium,1,Freehold,15,Outside Central Region,06 to 10,15,1559,Private-Condominium-Freehold
SERAYA VILLE,"2,500,000","1,915.99","1,305",May-24,SERAYA LANE,Resale,Strata,178.0,"14,045",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,15,1305,Private-Apartment-Freehold
HILLOCK GREEN,"2,338,000","1,227.1","1,905",May-24,LENTOR CENTRAL,New Sale,Strata,114.0,"20,509",-,Apartment,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15,26,1905,Private-Apartment-99 yrs lease commencing from 2022
NORTH PARK RESIDENCES,"1,720,000",968.76,"1,775",May-24,YISHUN CENTRAL 1,Resale,Strata,90.0,"19,111",-,Apartment,1,99 yrs lease commencing from 2015,27,Outside Central Region,06 to 10,27,1775,Private-Apartment-99 yrs lease commencing from 2015
ENCHANTÉ,"3,163,000","1,087.16","2,909",May-24,EVELYN ROAD,New Sale,Strata,101.0,"31,317",-,Apartment,1,Freehold,11,Core Central Region,01 to 05,11,2909,Private-Apartment-Freehold
GALAXY TOWERS,"1,560,000","1,065.64","1,464",May-24,ONAN ROAD,Resale,Strata,99.0,"15,758",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,15,1464,Private-Apartment-Freehold
ST REGIS RESIDENCES SINGAPORE,"14,000,000","6,684.44","2,094",May-24,TANGLIN ROAD,Resale,Strata,621.0,"22,544",-,Apartment,1,999 yrs lease commencing from 1995,10,Core Central Region,21 to 25,10,2094,Private-Apartment-999 yrs lease commencing from 1995
GUILLEMARD EDGE,"722,000",409.03,"1,765",May-24,LORONG 30 GEYLANG,Resale,Strata,38.0,"19,000",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05,14,1765,Private-Apartment-Freehold
GUILLEMARD EDGE,"732,000",409.03,"1,790",May-24,LORONG 30 GEYLANG,Resale,Strata,38.0,"19,263",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05,14,1790,Private-Apartment-Freehold
JADESCAPE,"1,070,000",527.44,"2,029",May-24,SHUNFU ROAD,Resale,Strata,49.0,"21,837",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10,20,2029,Private-Condominium-99 yrs lease commencing from 2018
AMBER 45,"4,260,000","1,593.07","2,674",May-24,AMBER ROAD,Resale,Strata,148.0,"28,784",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,15,2674,Private-Apartment-Freehold
NEPTUNE COURT,"1,630,000","1,636.13",996,May-24,MARINE VISTA,Resale,Strata,152.0,"10,724",-,Apartment,1,99 yrs lease commencing from 1975,15,Outside Central Region,06 to 10,15,996,Private-Apartment-99 yrs lease commencing from 1975
HILLHAVEN,"1,691,706",796.54,"2,124",May-24,HILLVIEW RISE,New Sale,Strata,74.0,"22,861",-,Condominium,1,99 yrs lease commencing from 2023,23,Outside Central Region,16 to 20,23,2124,Private-Condominium-99 yrs lease commencing from 2023
CASA MERAH,"1,965,000","1,345.5","1,460",May-24,TANAH MERAH KECHIL AVENUE,Resale,Strata,125.0,"15,720",-,Apartment,1,99 yrs lease commencing from 2006,16,Outside Central Region,06 to 10,16,1460,Private-Apartment-99 yrs lease commencing from 2006
PARC OLYMPIA,"848,000",656.6,"1,291",May-24,FLORA DRIVE,Resale,Strata,61.0,"13,902",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05,17,1291,Private-Condominium-99 yrs lease commencing from 2012
THE CONTINUUM,"2,105,000",721.19,"2,919",May-24,THIAM SIEW AVENUE,New Sale,Strata,67.0,"31,418",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15,15,2919,Private-Apartment-Freehold
LAKEVILLE,"1,950,000","1,280.92","1,522",May-24,JURONG LAKE LINK,Resale,Strata,119.0,"16,387",-,Condominium,1,99 yrs lease commencing from 2013,22,Outside Central Region,01 to 05,22,1522,Private-Condominium-99 yrs lease commencing from 2013
LIVIA,"1,099,000",914.94,"1,201",May-24,PASIR RIS GROVE,Resale,Strata,85.0,"12,929",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,16 to 20,18,1201,Private-Condominium-99 yrs lease commencing from 2008
GRAND DUNMAN,"1,390,000",548.96,"2,532",May-24,DUNMAN ROAD,New Sale,Strata,51.0,"27,255",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05,15,2532,Private-Apartment-99 yrs lease commencing from 2022
THE CONTINUUM,"2,041,000",721.19,"2,830",May-24,THIAM SIEW AVENUE,New Sale,Strata,67.0,"30,463",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05,15,2830,Private-Apartment-Freehold
