Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LANDED HOUSING DEVELOPMENT,"5,635,000","3,720.04","1,515",Dec-25,JALAN JERMIN,Resale,Land,345.6,"16,305",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,108,000","2,013.94","2,040",Dec-25,LORONG TANGGAM,Resale,Land,187.1,"21,956",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
DALVEY VILLAS,"41,600,000","15,555.06","2,674",Dec-25,DALVEY ESTATE,Resale,Land,"1,445.1","28,787",-,Detached House,1,Freehold,10,Core Central Region,-
LUXUS HILLS,"4,600,000","1,643.66","2,799",Dec-25,SELETAR GREEN AVENUE,Resale,Land,152.7,"30,124",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,050,000","4,180.74","1,447",Dec-25,SOMMERVILLE ROAD,Resale,Land,388.4,"15,577",-,Semi-Detached House,1,Freehold,13,Outside Central Region,-
VICTORIA PARK VILLAS,"6,150,000","2,152.8","2,857",Dec-25,VICTORIA PARK GROVE,Resale,Land,200,"30,750",-,Semi-Detached House,1,99 yrs lease commencing from 2013,10,Core Central Region,-
WESTVILLE,"2,600,000","1,733","1,500",Dec-25,WESTWOOD TERRACE,Resale,Land,161,"16,149",-,Terrace House,1,99 yrs lease commencing from 1994,22,Outside Central Region,-
OASIS @ MULBERRY,"4,838,000","1,701.79","2,843",Dec-25,CHEMPAKA AVENUE,Resale,Land,158.1,"30,601",-,Terrace House,1,Freehold,13,Rest of Central Region,-
VILLA VERDE,"2,650,000","2,152.8","1,231",Dec-25,VERDE CRESCENT,Resale,Land,200,"13,250",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
GOLDENHILL VILLAS,"4,500,000","1,614.6","2,787",Dec-25,GOLDEN WALK,Resale,Land,150,"30,000",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,128,000","1,863.25","3,289",Dec-25,SIRAT ROAD,Resale,Land,173.1,"35,402",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,200,000","2,543.53","1,258",Dec-25,KEW DRIVE,Resale,Land,236.3,"13,542",-,Semi-Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,850,000","1,702.86","2,261",Dec-25,LICHI AVENUE,Resale,Land,158.2,"24,336",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,880,000","4,002.06","1,469",Dec-25,JALAN GREJA,Resale,Land,371.8,"15,815",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,850,000","1,872.94","2,056",Dec-25,GERALD CRESCENT,Resale,Land,174,"22,126",-,Terrace House,1,Freehold,28,Outside Central Region,-
BEDOKVILLE,"5,200,000","3,470.31","1,498",Dec-25,JALAN LIMAU PURUT,Resale,Land,322.4,"16,129",-,Semi-Detached House,1,999 yrs lease commencing from 1878,16,Outside Central Region,-
PARRY GREEN,"2,800,000","2,187.24","1,280",Dec-25,LIMBOK TERRACE,Resale,Land,203.2,"13,780",-,Terrace House,1,99 yrs lease commencing from 1996,19,Outside Central Region,-
TOH ESTATE,"7,300,000","5,854.54","1,247",Dec-25,TOH HEIGHTS,Resale,Land,543.9,"13,422",-,Detached House,1,Freehold,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,380,000","2,454.19","3,007",Dec-25,SIRAT ROAD,Resale,Land,228,"32,368",-,Terrace House,1,999 yrs lease commencing from 1878,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"11,800,000","5,076.3","2,325",Dec-25,BUCKLEY ROAD,Resale,Land,471.6,"25,021",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,900,000","1,617.83","3,029",Dec-25,LIM AH PIN ROAD,Resale,Land,150.3,"32,601",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,100,000","2,362.7","3,428",Dec-25,PALM ROAD,Sub Sale,Land,219.5,"36,902",-,Semi-Detached House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,500,000","1,877.24","3,995",Dec-25,JALAN ELOK,Resale,Land,174.4,"43,005",-,Terrace House,1,Freehold,09,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"3,780,000","1,555.4","2,430",Dec-25,JALAN EUNOS,Resale,Land,144.5,"26,159",-,Terrace House,1,Freehold,14,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,680,000","1,839.57","3,088",Dec-25,CONISTON GROVE,Resale,Land,170.9,"33,236",-,Terrace House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"538,000","2,354.09",229,Dec-25,JALAN CHEMPAKA KUNING,Resale,Land,218.7,"2,460",-,Terrace House,1,70 yrs lease commencing from 1964,16,Outside Central Region,-
GOLDEN HILL ESTATE,"3,900,000","1,670.57","2,335",Dec-25,LI HWAN DRIVE,Resale,Land,155.2,"25,129",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"13,000,000","7,582.16","1,715",Dec-25,ONTARIO AVENUE,Resale,Land,704.4,"18,455",-,Detached House,1,Freehold,20,Rest of Central Region,-
THOMSON HILLS ESTATE,"7,000,000","4,406.78","1,588",Dec-25,THOMSON GREEN,Resale,Land,409.4,"17,098",-,Semi-Detached House,1,Freehold,20,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"5,100,000","2,043.01","2,496",Dec-25,JALAN MUHIBBAH,Resale,Land,189.8,"26,870",-,Terrace House,1,Freehold,13,Rest of Central Region,-
PAVILION PARK,"4,540,000","1,614.6","2,812",Dec-25,PAVILION VIEW,Resale,Land,150,"30,267",-,Terrace House,1,Freehold,23,Outside Central Region,-
MING PARK,"8,180,000","3,694.2","2,214",Dec-25,JALAN BINCHANG,Resale,Land,343.2,"23,834",-,Semi-Detached House,1,Freehold,20,Rest of Central Region,-
DAISY PARK,"4,450,000","1,660.89","2,679",Dec-25,DAISY AVENUE,Resale,Land,154.3,"28,840",-,Terrace House,1,Freehold,13,Outside Central Region,-
FORTUNA HILL,"4,000,888","1,966.58","2,034",Dec-25,JANSEN ROAD,Resale,Land,182.7,"21,899",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,150,000","4,391.71","1,400",Dec-25,ROBEY CRESCENT,Resale,Land,408,"15,074",-,Semi-Detached House,1,999 yrs lease commencing from 1875,19,Outside Central Region,-
STRAITS GARDENS,"4,125,000","2,762.04","1,493",Dec-25,ANDREWS AVENUE,Resale,Land,256.6,"16,076",-,Terrace House,1,Freehold,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"9,980,000","4,185.04","2,385",Dec-25,JERVOIS LANE,Resale,Land,388.8,"25,669",-,Semi-Detached House,1,Freehold,03,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,310,000","1,698.56","1,949",Dec-25,UPPER THOMSON ROAD,Resale,Land,157.8,"20,976",-,Terrace House,1,Freehold,20,Rest of Central Region,-
ARDISIA GARDENS,"3,208,000","1,730.85","1,853",Dec-25,SERANGOON TERRACE,Resale,Land,160.8,"19,950",-,Terrace House,1,99 yrs lease commencing from 1993,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"17,188,000","4,878.24","3,523",Dec-25,JALAN MERLIMAU,Resale,Land,453.2,"37,926",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,750,000","3,443.4","1,670",Dec-25,JALAN KECHOT,Resale,Land,319.9,"17,974",-,Terrace House,1,Freehold,14,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,880,000","3,299.17","1,479",Dec-25,JALAN PARI KIKIS,Resale,Land,306.5,"15,922",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"14,500,000","4,378.8","3,311",Dec-25,BERRIMA ROAD,Resale,Land,406.8,"35,644",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,300,000","1,180.81","4,488",Dec-25,LANGSAT ROAD,Resale,Land,109.7,"48,314",-,Terrace House,1,Freehold,15,Rest of Central Region,-
DEDAP GARDENS,"4,138,000","2,201.24","1,880",Dec-25,DEDAP LINK,Resale,Land,204.5,"20,235",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
THOMSON GARDEN ESTATE,"4,200,000","1,156.05","3,633",Dec-25,JALAN MINGGU,Resale,Land,107.4,"39,106",-,Terrace House,1,Freehold,20,Rest of Central Region,-
MERA TERRACE,"4,168,000","1,614.6","2,581",Dec-25,SEAGULL WALK,Resale,Land,150,"27,787",-,Terrace House,1,Freehold,16,Outside Central Region,-
JALAN KAYU ESTATE,"4,100,000","1,553.25","2,640",Dec-25,JALAN TARI SERIMPI,Resale,Land,144.3,"28,413",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
PRINCETON VALE,"2,750,000","1,709.32","1,609",Dec-25,POH HUAT TERRACE,Resale,Land,158.8,"17,317",-,Terrace House,1,99 yrs lease commencing from 1996,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,480,000","2,791.11","2,322",Dec-25,WORTHING ROAD,Resale,Land,259.3,"24,990",-,Semi-Detached House,1,999 yrs lease commencing from 1955,19,Outside Central Region,-
FLORENCE GROVE,"3,468,000","1,751.3","1,980",Dec-25,FLORENCE CLOSE,Resale,Land,162.7,"21,315",-,Terrace House,1,Freehold,19,Outside Central Region,-
GREENWOOD VILLAS,"7,100,000","2,223.84","3,193",Dec-25,GREENWOOD WALK,Resale,Land,206.6,"34,366",-,Terrace House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"10,200,000","4,692.03","2,174",Dec-25,CORONATION ROAD WEST,Resale,Land,435.9,"23,400",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,900,000","1,889.08","3,123",Dec-25,FULTON ROAD,Resale,Land,175.5,"33,618",-,Terrace House,1,Freehold,20,Rest of Central Region,-
POLLEN COLLECTION II,"4,215,000","1,614.6","2,611",Dec-25,POLLEN RISE,New Sale,Land,150,"28,100",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"4,189,205","1,614.6","2,595",Dec-25,POLLEN RISE,New Sale,Land,150,"27,928",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"4,209,000","1,614.6","2,607",Dec-25,POLLEN RISE,New Sale,Land,150,"28,060",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"4,550,000","3,433.72","1,325",Dec-25,JALAN MALU-MALU,Resale,Land,319,"14,263",-,Semi-Detached House,1,999 yrs lease commencing from 1885,27,Outside Central Region,-
THE SPRINGSIDE,"3,880,000","1,847.1","2,101",Dec-25,SPRINGSIDE GREEN,Resale,Land,171.6,"22,611",-,Terrace House,1,Freehold,26,Outside Central Region,-
BEDOK RIA,"4,670,000","3,603.79","1,296",Dec-25,BEDOK RIA WALK,Resale,Land,334.8,"13,949",-,Terrace House,1,Freehold,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,650,000","2,037.63","2,282",Dec-25,SOMMERVILLE ROAD,Resale,Land,189.3,"24,564",-,Terrace House,1,Freehold,13,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"148,000,000","80,447.98","1,840",Dec-25,PEIRCE ROAD,Resale,Land,"7,473.8","19,803",-,Detached House,1,Freehold,10,Core Central Region,-
LAUW & SONS GARDEN,"7,300,000","3,211.98","2,273",Dec-25,BINCHANG RISE,Resale,Land,298.4,"24,464",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,880,000","1,284.15","3,800",Dec-25,EVERITT ROAD,Resale,Land,119.3,"40,905",-,Terrace House,1,Freehold,15,Rest of Central Region,-
BEDOK RIA,"4,048,000","1,774.98","2,281",Dec-25,BEDOK RIA CRESCENT,Resale,Land,164.9,"24,548",-,Terrace House,1,Freehold,16,Outside Central Region,-
POLLEN COLLECTION II,"4,223,000","1,614.6","2,616",Dec-25,POLLEN RISE,New Sale,Land,150,"28,153",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"4,220,790","1,614.6","2,614",Dec-25,POLLEN RISE,New Sale,Land,150,"28,139",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"4,163,595","1,614.6","2,579",Dec-25,POLLEN RISE,New Sale,Land,150,"27,757",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"4,165,565","1,614.6","2,580",Dec-25,POLLEN RISE,New Sale,Land,150,"27,770",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"4,177,385","1,614.6","2,587",Dec-25,POLLEN RISE,New Sale,Land,150,"27,849",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"4,169,505","1,614.6","2,582",Dec-25,POLLEN RISE,New Sale,Land,150,"27,797",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"4,176,000","1,614.6","2,586",Dec-25,POLLEN RISE,New Sale,Land,150,"27,840",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"4,873,000","2,421.9","2,012",Dec-25,POLLEN RISE,New Sale,Land,225,"21,658",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"4,207,000","1,614.6","2,606",Dec-25,POLLEN RISE,New Sale,Land,150,"28,047",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"4,213,000","1,614.6","2,609",Dec-25,POLLEN RISE,New Sale,Land,150,"28,087",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"4,199,000","1,614.6","2,601",Dec-25,POLLEN RISE,New Sale,Land,150,"27,993",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"4,197,000","1,614.6","2,599",Dec-25,POLLEN RISE,New Sale,Land,150,"27,980",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
POLLEN COLLECTION II,"5,125,940","2,669.47","1,920",Dec-25,POLLEN RISE,New Sale,Land,248,"20,669",-,Terrace House,1,99 yrs lease commencing from 2025,28,Outside Central Region,-
LUXUS HILLS,"5,180,000","2,206.62","2,347",Dec-25,LUXUS HILL DRIVE,Resale,Land,205,"25,268",-,Terrace House,1,999 yrs lease commencing from 1879,28,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,850,000","3,052.67","1,589",Dec-25,BEDOK ROAD,Resale,Land,283.6,"17,102",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
GOLDEN HILL ESTATE,"6,300,000","3,863.2","1,631",Dec-25,LI HWAN DRIVE,Resale,Land,358.9,"17,554",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
SEMBAWANG HILLS ESTATE,"11,000,000","5,552.07","1,981",Dec-25,JALAN CHENGAM,Resale,Land,515.8,"21,326",-,Detached House,1,Freehold,20,Outside Central Region,-
BRADDELL HEIGHTS ESTATE,"8,000,000","3,899.8","2,051",Dec-25,MACKERROW ROAD,Resale,Land,362.3,"22,081",-,Semi-Detached House,1,Freehold,13,Outside Central Region,-
WEST COAST GARDENS,"4,100,000","1,988.11","2,062",Dec-25,WEST COAST LANE,Resale,Land,184.7,"22,198",-,Terrace House,1,956 yrs lease commencing from 1928,05,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,880,000","2,863.22","2,403",Dec-25,SERANGOON GARDEN WAY,Resale,Land,266,"25,865",-,Semi-Detached House,1,999 yrs lease commencing from 1879,19,Outside Central Region,-
THOMSON GARDEN ESTATE,"3,990,000",893.41,"4,466",Dec-25,JALAN CHEMPAH,Resale,Land,83,"48,072",-,Terrace House,1,Freehold,20,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"9,850,000","5,026.79","1,960",Dec-25,JALAN HAJI ALIAS,Resale,Land,467,"21,092",-,Detached House,1,Freehold,10,Core Central Region,-
FLORENCE GROVE,"5,088,000","3,523.06","1,444",Dec-25,FLORENCE ROAD,Resale,Land,327.3,"15,545",-,Terrace House,1,999 yrs lease commencing from 1875,19,Outside Central Region,-
HIGHGATE PARK,"5,000,000","1,783.59","2,803",Dec-25,HIGHGATE CRESCENT,Resale,Land,165.7,"30,175",-,Terrace House,1,Freehold,21,Rest of Central Region,-
SERANGOON GARDEN ESTATE,"5,000,000","2,909.51","1,719",Dec-25,WORTHING ROAD,Resale,Land,270.3,"18,498",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
EMERALD HILL CONSERVATION AREA,"6,800,000","1,323.97","5,136",Dec-25,EMERALD HILL ROAD,Resale,Land,123,"55,285",-,Terrace House,1,Freehold,09,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"7,150,000","4,363.73","1,639",Dec-25,LORONG KISMIS,Resale,Land,405.4,"17,637",-,Semi-Detached House,1,Freehold,21,Rest of Central Region,-
SPRINGWOOD,"4,680,000","2,295.96","2,038",Dec-25,SPRINGWOOD CRESCENT,Resale,Land,213.3,"21,941",-,Terrace House,1,Freehold,05,Rest of Central Region,-
SHAMROCK PARK,"10,100,000","3,387.43","2,982",Dec-25,NAMLY GARDEN,Resale,Land,314.7,"32,094",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,750,000","2,361.62","2,435",Dec-25,JALAN PAKIS,Resale,Land,219.4,"26,208",-,Semi-Detached House,1,999 yrs lease commencing from 1882,23,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,968,000","1,797.59","2,764",Dec-25,HILLSIDE DRIVE,Resale,Land,167,"29,749",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,735,000","1,729.77","2,737",Dec-25,JALAN SENYUM,Resale,Land,160.7,"29,465",-,Terrace House,1,Freehold,14,Outside Central Region,-
HAPPY ESTATE,"5,480,000","3,295.94","1,663",Dec-25,THOMSON WALK,Resale,Land,306.2,"17,897",-,Semi-Detached House,1,Freehold,20,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,500,000","5,505.79",999,Dec-25,HARVEY AVENUE,Resale,Land,511.5,"10,753",-,Detached House,1,Freehold,16,Outside Central Region,-
SENNETT ESTATE,"3,170,000","1,500.5","2,113",Dec-25,MACPHERSON ROAD,Resale,Land,139.4,"22,740",-,Terrace House,1,Freehold,13,Rest of Central Region,-
CATHAY GARDEN,"4,200,000","1,641.51","2,559",Dec-25,KERIS DRIVE,Resale,Land,152.5,"27,541",-,Terrace House,1,Freehold,15,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,000,000","1,777.14","2,814",Dec-25,SERAYA ROAD,Resale,Land,165.1,"30,285",-,Terrace House,1,Freehold,15,Rest of Central Region,-
RESIDENCES @ NOVENA,"4,000,000","2,167.87","1,845",Dec-25,JALAN NOVENA,Resale,Land,201.4,"19,861",-,Semi-Detached House,1,99 yrs lease commencing from 2000,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,900,000","3,065.59","1,598",Dec-25,TAMPINES ROAD,Resale,Land,284.8,"17,205",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,450,000","1,650.12","3,303",Dec-25,JALAN ELOK,Resale,Land,153.3,"35,551",-,Terrace House,1,Freehold,09,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"5,680,000","2,983.78","1,904",Dec-25,KOVAN ROAD,Resale,Land,277.2,"20,491",-,Terrace House,1,Freehold,19,Outside Central Region,-
HAUS@SERANGOON GARDEN,"3,850,000","1,614.6","2,384",Dec-25,SERANGOON GARDEN TERRACE,Resale,Land,150,"25,667",-,Terrace House,1,99 yrs lease commencing from 2011,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,800,000","2,625.34","2,209",Dec-25,JALAN PASIR RIA,Resale,Land,243.9,"23,780",-,Semi-Detached House,1,Freehold,05,Rest of Central Region,-
BRADDELL HEIGHTS ESTATE,"3,900,000","4,826.58",808,Dec-25,SERANGOON AVENUE 3,Resale,Land,448.4,"8,698",-,Detached House,1,Freehold,19,Outside Central Region,-
CHUAN GREEN,"3,200,000","1,668.42","1,918",Dec-25,CHUAN PLACE,Resale,Land,155,"20,645",-,Terrace House,1,99 yrs lease commencing from 1997,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"10,200,000","8,119.29","1,256",Dec-25,ROSYTH AVENUE,Resale,Land,754.3,"13,522",-,Detached House,1,Freehold,19,Outside Central Region,-
LUCKY HILL,"3,700,000","1,895.54","1,952",Nov-25,JALAN LANGGAR BEDOK,Resale,Land,176.1,"21,011",-,Terrace House,1,999 yrs lease commencing from 1878,16,Outside Central Region,-
HOLLAND GARDENS,"8,945,000","3,594.1","2,489",Nov-25,MOONBEAM WALK,Resale,Land,333.9,"26,789",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"536,000","2,340.09",229,Nov-25,JALAN CHEMPAKA KUNING,Resale,Land,217.4,"2,466",-,Terrace House,1,70 yrs lease commencing from 1964,16,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,168,000","3,403.58","1,518",Nov-25,SURIN ROAD,Resale,Land,316.2,"16,344",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"9,810,000","3,959","2,478",Nov-25,CORONATION DRIVE,Resale,Land,367.8,"26,672",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"6,380,000","3,898.72","1,636",Nov-25,JALAN MAWAR,Resale,Land,362.2,"17,615",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
HOLLAND GARDENS,"7,120,000","3,594.1","1,981",Nov-25,MOONBEAM WALK,Resale,Land,333.9,"21,324",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
PARADISE ISLAND,"12,000,000","8,136.51","1,475",Nov-25,PARADISE ISLAND,Resale,Land,755.9,"15,875",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
SERANGOON GARDEN ESTATE,"4,800,000","2,799.72","1,714",Nov-25,BROCKHAMPTON DRIVE,Resale,Land,260.1,"18,454",-,Terrace House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,550,000","1,797.59","3,087",Nov-25,JALAN ELOK,Resale,Land,167,"33,234",-,Terrace House,1,Freehold,09,Core Central Region,-
THE SPRINGSIDE,"4,138,888","1,714.71","2,414",Nov-25,SPRINGSIDE WALK,Resale,Land,159.3,"25,982",-,Terrace House,1,Freehold,26,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,250,000","1,637.2","2,596",Nov-25,TEO KIM ENG ROAD,Resale,Land,152.1,"27,942",-,Terrace House,1,Freehold,14,Outside Central Region,-
LYNDHURST GROVE,"8,380,000","3,216.28","2,605",Nov-25,LYNDHURST ROAD,Resale,Land,298.8,"28,046",-,Semi-Detached House,1,Freehold,15,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,088,000","2,378.84","1,298",Nov-25,KEW HEIGHTS,Resale,Land,221,"13,973",-,Semi-Detached House,1,99 yrs lease commencing from 1994,16,Outside Central Region,-
EAST VIEW GARDEN,"8,018,000","4,026.81","1,991",Nov-25,JALAN PELATOK,Resale,Land,374.1,"21,433",-,Semi-Detached House,1,Freehold,16,Outside Central Region,-
